model,SMD,SD_all,ES,Category
y_pred_tfidf,-0.04159332175681607,0.9586328923950118,-0.043388164631927975,A
y_pred_bert,0.04871571697905752,1.0606093732030444,0.045931818264000314,A
y_pred_chatgpt_zeroshot,0.18613913018519224,0.7195794722721937,0.2586776545993266,C
y_pred_chatgpt_fewshot,0.17161058714302335,0.7103316446799648,0.2415922033437513,B
